annotation_row_id,finding_id,repository,filename,line_number,security_family,variant_a_lines,variant_b_lines,variant_c_lines,variant_b_fallback,variant_c_caller_count,variant_c_call_depth
GT-239,FND-000192,ansible/ansible,hacking/report.py,199,dynamic-sql,7,2,88,false,5,3
GT-240,FND-001211,simonw/datasette,datasette/facets.py,226,dynamic-sql,7,72,78,false,0,0
GT-241,FND-001270,simonw/datasette,datasette/views/execute_write.py,133,dynamic-sql,7,10,72,false,3,3
GT-242,FND-000698,sqlmapproject/sqlmap,lib/techniques/error/use.py,396,dynamic-sql,7,53,58,false,0,0
GT-243,FND-000648,sqlmapproject/sqlmap,extra/esperanto/enumeration.py,588,dynamic-sql,7,9,56,false,1,1
GT-244,FND-001241,simonw/datasette,datasette/utils/__init__.py,877,dynamic-sql,7,10,23,false,2,1
GT-245,FND-000131,django/django,django/db/models/sql/compiler.py,2277,dynamic-sql,7,8,1227,false,52,3
GT-246,FND-000762,sqlmapproject/sqlmap,plugins/generic/databases.py,1052,dynamic-sql,7,6,27,false,2,1
GT-247,FND-000119,django/django,django/db/backends/sqlite3/introspection.py,346,dynamic-sql,7,4,10,false,0,0
GT-248,FND-001200,simonw/datasette,datasette/app.py,1821,dynamic-sql,7,27,41,false,2,2
GT-249,FND-000746,sqlmapproject/sqlmap,plugins/dbms/mssqlserver/fingerprint.py,186,dynamic-sql,7,30,36,false,0,0
GT-250,FND-001258,simonw/datasette,datasette/utils/internal_db.py,216,dynamic-sql,7,41,46,false,0,0
GT-251,FND-001257,simonw/datasette,datasette/utils/actions_sql.py,808,dynamic-sql,7,75,117,false,2,2
GT-252,FND-001205,simonw/datasette,datasette/database.py,608,dynamic-sql,7,15,21,false,0,0
GT-253,FND-000452,sqlalchemy/sqlalchemy,lib/sqlalchemy/dialects/sqlite/base.py,3001,dynamic-sql,7,48,72,false,1,1
GT-254,FND-000678,sqlmapproject/sqlmap,lib/core/replication.py,67,dynamic-sql,7,5,11,false,0,0
GT-255,FND-000640,sqlmapproject/sqlmap,extra/esperanto/enumeration.py,348,dynamic-sql,7,2,8,false,0,0
GT-256,FND-000486,coleifer/peewee,playhouse/pwasyncio.py,871,dynamic-sql,7,3,14,false,1,1
GT-257,FND-000060,django/django,django/core/cache/backends/db.py,150,dynamic-sql,7,93,114,false,3,1
GT-258,FND-001280,simonw/datasette,datasette/views/table.py,1588,dynamic-sql,7,48,3233,false,62,2
GT-259,FND-000644,sqlmapproject/sqlmap,extra/esperanto/enumeration.py,428,dynamic-sql,7,9,33,false,2,2
GT-260,FND-000643,sqlmapproject/sqlmap,extra/esperanto/enumeration.py,414,dynamic-sql,7,18,38,false,2,2
GT-261,FND-000059,django/django,django/core/cache/backends/db.py,136,dynamic-sql,7,93,114,false,3,1
GT-262,FND-001220,simonw/datasette,datasette/fixtures.py,46,dynamic-sql,7,11,11,true,0,0
GT-263,FND-000494,tortoise/tortoise-orm,tortoise/backends/mysql/client.py,146,dynamic-sql,7,21,35,false,2,1
GT-264,FND-000116,django/django,django/db/backends/sqlite3/introspection.py,91,dynamic-sql,7,4,22,false,1,1
GT-265,FND-001199,simonw/datasette,datasette/app.py,1545,dynamic-sql,7,3,14,false,1,1
GT-266,FND-000126,django/django,django/db/models/functions/text.py,268,dynamic-sql,7,15,25,false,1,1
GT-267,FND-000483,coleifer/peewee,peewee.py,9525,dynamic-sql,7,7,284,false,59,1
GT-268,FND-000535,encode/databases,databases/backends/asyncmy.py,270,dynamic-sql,7,10,16,false,0,0
GT-269,FND-000633,sqlmapproject/sqlmap,extra/esperanto/__main__.py,629,dynamic-sql,7,20,49,false,1,1
GT-270,FND-000528,psycopg/psycopg2,lib/extras.py,907,dynamic-sql,7,8,21,false,1,1
GT-271,FND-001215,simonw/datasette,datasette/facets.py,471,dynamic-sql,7,40,46,false,0,0
GT-272,FND-000051,django/django,django/contrib/gis/db/backends/spatialite/schema.py,185,dynamic-sql,7,34,44,false,1,1
GT-273,FND-000455,sqlalchemy/sqlalchemy,lib/sqlalchemy/dialects/sqlite/provision.py,122,dynamic-sql,7,12,18,false,0,0
GT-274,FND-000497,tortoise/tortoise-orm,tortoise/backends/sqlite/client.py,257,dynamic-sql,7,2,8,false,0,0
GT-275,FND-001210,simonw/datasette,datasette/facets.py,206,dynamic-sql,7,9,19,false,1,1
GT-276,FND-000632,sqlmapproject/sqlmap,extra/esperanto/__main__.py,307,dynamic-sql,7,4,9,false,0,0
GT-277,FND-000752,sqlmapproject/sqlmap,plugins/dbms/oracle/fingerprint.py,130,dynamic-sql,7,20,26,false,0,0
GT-278,FND-000495,tortoise/tortoise-orm,tortoise/backends/oracle/client.py,117,dynamic-sql,7,5,15,false,1,1
GT-279,FND-000763,sqlmapproject/sqlmap,plugins/generic/databases.py,1054,dynamic-sql,7,6,27,false,2,1
GT-280,FND-000745,sqlmapproject/sqlmap,plugins/dbms/mssqlserver/fingerprint.py,161,dynamic-sql,7,21,27,false,0,0
GT-281,FND-000700,sqlmapproject/sqlmap,lib/techniques/graphql/inject.py,193,dynamic-sql,7,3,8,false,0,0
GT-282,FND-000049,django/django,django/contrib/gis/db/backends/spatialite/schema.py,161,dynamic-sql,7,13,23,false,1,1
GT-283,FND-000094,django/django,django/db/backends/mysql/introspection.py,349,dynamic-sql,7,4,10,false,0,0
GT-284,FND-001287,simonw/datasette,datasette/views/table_extras.py,119,dynamic-sql,7,12,32,false,3,1
GT-285,FND-000109,django/django,django/db/backends/postgresql/schema.py,208,dynamic-sql,7,27,162,false,3,1
GT-286,FND-000480,coleifer/peewee,peewee.py,4475,dynamic-sql,7,4,10,false,0,0
GT-287,FND-001285,simonw/datasette,datasette/views/table_create_alter.py,238,dynamic-sql,7,7,229,false,8,3
GT-288,FND-001272,simonw/datasette,datasette/views/row.py,645,dynamic-sql,7,13,1281,false,35,3
GT-289,FND-000499,tortoise/tortoise-orm,tortoise/backends/sqlite/client.py,272,dynamic-sql,7,2,8,false,0,0
GT-290,FND-000052,django/django,django/contrib/postgres/operations.py,29,dynamic-sql,7,6,12,false,0,0
GT-291,FND-000666,sqlmapproject/sqlmap,extra/vulnserver/vulnserver.py,1678,dynamic-sql,7,195,217,false,4,2
GT-292,FND-000651,sqlmapproject/sqlmap,extra/esperanto/enumeration.py,664,dynamic-sql,7,57,63,false,0,0
GT-293,FND-000463,sqlalchemy/sqlalchemy,lib/sqlalchemy/orm/persistence.py,718,dynamic-sql,7,33,63,false,1,1
GT-294,FND-000897,pandas-dev/pandas,pandas/io/sql.py,2286,dynamic-sql,7,21,111,false,2,1
GT-295,FND-000533,encode/databases,databases/backends/aiopg.py,287,dynamic-sql,7,5,11,false,0,0
GT-296,FND-000089,django/django,django/db/backends/base/schema.py,751,dynamic-sql,7,9,15,false,0,0
GT-297,FND-001284,simonw/datasette,datasette/views/table_create_alter.py,210,dynamic-sql,7,6,197,false,8,3
GT-298,FND-000702,sqlmapproject/sqlmap,lib/techniques/graphql/inject.py,203,dynamic-sql,7,3,8,false,0,0
GT-299,FND-001249,simonw/datasette,datasette/utils/actions_sql.py,384,dynamic-sql,7,30,95,false,3,1
GT-300,FND-000099,django/django,django/db/backends/oracle/operations.py,72,dynamic-sql,7,7,13,false,0,0
