finding_id,repo_id,repository,commit_sha,domain,cohort,security_family,cwe_id,filename,statement_start,statement_end,line_number,scanner_count,scanners,rule_ids,raw_alert_count,raw_alert_ids,reported_lines,severity,confidence,messages,statement_code,annotator_1_label,annotator_2_label,adjudicated_label,rationale
FND-000922,R053,numpy/numpy,43a7a41747f860a09f2c5b9a2fe5a97c7f5f8004,Data Science & ML,Supplementary_Holdout_Pool,code-execution-eval,CWE-78,numpy/f2py/crackfortran.py,2648,2648,2648,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001554|ALT-001587,2648,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"                    l = str(eval(l, {}, params))",PENDING,PENDING,PENDING,PENDING
FND-000145,R004,tornadoweb/tornado,0096f2897c98facdcd9716009ee934a7381af5ef,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,maint/vm/windows/bootstrap.py,65,66,65,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000225|ALT-000234,65,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.check_call(['msiexec', '/i', filename,
                               'ALLUSERS=1', '/passive'])",PENDING,PENDING,PENDING,PENDING
FND-000296,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,certbot/src/certbot/_internal/plugins/nginx/configurator.py,1044,1050,1044,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000488|ALT-000545,1044,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            proc = subprocess.run(
                [self.conf('ctl'), ""-c"", self.nginx_conf, ""-V""],
                stdout=subprocess.PIPE,
                stderr=subprocess.PIPE,
                universal_newlines=True,
                check=False,
                env=util.env_no_snap_for_external_calls())",PENDING,PENDING,PENDING,PENDING
FND-000469,R033,sqlalchemy/sqlalchemy,de83fa72d787136785624fd8981e1d71e9f427ab,"Databases, Caching & ORM",Primary_Core_Benchmark,code-execution-exec,CWE-78,lib/sqlalchemy/util/langhelpers.py,2157,2157,2157,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-000801|ALT-000831,2157,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"    exec(code, env)",PENDING,PENDING,PENDING,PENDING
FND-000035,R002,pallets/flask,d318b683471101618febed18996405ad26462110,Web Frameworks & APIs,Primary_Core_Benchmark,code-execution-exec,CWE-78,src/flask/config.py,209,209,209,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-000068|ALT-000071,209,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"                exec(compile(config_file.read(), filename, ""exec""), d.__dict__)",PENDING,PENDING,PENDING,PENDING
FND-000411,R024,pre-commit/pre-commit,a9bba55a3f74068b53f4bd4d831d7e05e34eae6c,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,pre_commit/commands/hook_impl.py,164,164,164,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000736|ALT-000748,164,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,                    source = subprocess.check_output(rev_cmd).decode().strip(),PENDING,PENDING,PENDING,PENDING
FND-001172,R074,dateutil/dateutil,48bd1af97e71baf8e96fce5b663d589caac8f147,Data Validation & Serialization,Supplementary_Holdout_Pool,subprocess-execution,CWE-78,src/dateutil/zoneinfo/rebuild.py,62,62,62,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-002074|ALT-002076,62,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    check_call([""zic""] + bloat_args + [""-d"", zonedir] + filepaths)",PENDING,PENDING,PENDING,PENDING
FND-000874,R051,scikit-learn/scikit-learn,9bafc1c9cab99aa036aba8207125637c39fd22db,Data Science & ML,Supplementary_Holdout_Pool,code-execution-exec,CWE-78,sklearn/externals/array_api_compat/_internal.py,64,64,64,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-001476|ALT-001489,64,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"    exec(f""from {mod.__name__} import *"", objs)",PENDING,PENDING,PENDING,PENDING
FND-001016,R059,scrapy/scrapy,9344d60dd1ca211d7ca43ff9f37ac20473b28d88,Web Frameworks & APIs,Supplementary_Holdout_Pool,code-execution-eval,CWE-78,scrapy/utils/engine.py,35,35,35,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001752|ALT-001768,35,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"            checks += [(test, eval(test))]  # noqa: S307",PENDING,PENDING,PENDING,PENDING
FND-000387,R021,tox-dev/tox,6485a013e46b3cfe8f43002f6aa80e6e390efbfe,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,src/tox/tox_env/python/virtual_env/subprocess_adapter.py,220,220,220,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000690|ALT-000700,220,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        result = subprocess.run([str(pip), ""install"", virtualenv_spec], capture_output=True, text=True, check=False)",PENDING,PENDING,PENDING,PENDING
FND-000913,R053,numpy/numpy,43a7a41747f860a09f2c5b9a2fe5a97c7f5f8004,Data Science & ML,Supplementary_Holdout_Pool,code-execution-eval,CWE-78,numpy/f2py/auxfuncs.py,662,662,662,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001545|ALT-001578,662,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"    return eval(f""{l1}:{' or '.join(l2)}"")",PENDING,PENDING,PENDING,PENDING
FND-000366,R020,pytest-dev/pytest,431f3e1f5fd70b9b0f8afa2d20a10421542e5c6a,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/release.py,82,85,82,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000637|ALT-000668,82,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    check_call(
        [""tox"", ""-e"", ""regen""],
        env={**os.environ, ""SETUPTOOLS_SCM_PRETEND_VERSION_FOR_PYTEST"": version},
    )",PENDING,PENDING,PENDING,PENDING
FND-000977,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,setuptools/_distutils/compilers/C/cygwin.py,341,341,341,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001678|ALT-001706,341,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,    out_string = subprocess.check_output(shlex.split(cc) + ['-dumpmachine']),PENDING,PENDING,PENDING,PENDING
FND-001222,R091,simonw/datasette,bdc973174096cae350ddaa733a10ed8b3ffd970b,"Databases, Caching & ORM",Supplementary_Holdout_Pool,subprocess-shell-true,CWE-78,datasette/publish/cloudrun.py,125,127,125,2,Bandit|Semgrep,B602|python.security.subprocess-shell-true,2,ALT-002149|ALT-002217,125|126,ERROR|LOW,HIGH,"Subprocess execution with shell=True can enable command injection. || subprocess call with shell=True seems safe, but may be changed in the future, consider rewriting without shell","        project = check_output(
            ""gcloud config get-value project"", shell=True, universal_newlines=True
        ).strip()",PENDING,PENDING,PENDING,PENDING
FND-001043,R064,twisted/twisted,ac919a6d1b2f91b7dea806bacfae99abab5291d4,"HTTP, Networking & Cloud",Supplementary_Holdout_Pool,code-execution-exec,CWE-78,src/twisted/conch/recvline.py,90,90,90,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-001818|ALT-001854,90,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,        exec(execStr),PENDING,PENDING,PENDING,PENDING
FND-000966,R057,pypa/virtualenv,2ef85af47fcae15625ca7ad6f77452d5c78fadb2,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tasks/make_zipapp.py,252,258,252,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001653|ALT-001667,252,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    process = subprocess.Popen(
        cmd,
        stdout=subprocess.PIPE,
        stderr=subprocess.PIPE,
        universal_newlines=True,
        encoding=""utf-8"",
    )",PENDING,PENDING,PENDING,PENDING
FND-000019,R001,tiangolo/fastapi,50113da16fec53b66b80d75e80a89296de4fa5a5,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/sponsors.py,200,200,200,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000019|ALT-000052,200,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.run([""git"", ""checkout"", ""-b"", branch_name], check=True)",PENDING,PENDING,PENDING,PENDING
FND-000472,R033,sqlalchemy/sqlalchemy,de83fa72d787136785624fd8981e1d71e9f427ab,"Databases, Caching & ORM",Primary_Core_Benchmark,code-execution-eval,CWE-78,lib/sqlalchemy/util/typing.py,267,267,267,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-000804|ALT-000834,267,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"            annotation = eval(expression, base_globals, locals_)",PENDING,PENDING,PENDING,PENDING
FND-000518,R037,mongodb/mongo-python-driver,4dd73032d98146fd97bedfb8434bff2f458bc26f,"Databases, Caching & ORM",Primary_Core_Benchmark,subprocess-execution,CWE-78,pymongo/daemon.py,98,104,98,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000883|ALT-000905,98,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"                return subprocess.Popen(  # noqa: S603
                    args,
                    close_fds=True,
                    stdin=devnull,
                    stderr=devnull,
                    stdout=devnull,
                )",PENDING,PENDING,PENDING,PENDING
FND-000321,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,tools/venv.py,101,103,101,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000513|ALT-000570,101,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            return subprocess.check_output(['py', env_arg, '-c',
                                            'import sys; sys.stdout.write(sys.executable);'],
                                           universal_newlines=True)",PENDING,PENDING,PENDING,PENDING
FND-000376,R020,pytest-dev/pytest,431f3e1f5fd70b9b0f8afa2d20a10421542e5c6a,"CLI, Tooling & Systems",Primary_Core_Benchmark,code-execution-eval,CWE-78,src/_pytest/mark/expression.py,363,363,363,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-000646|ALT-000679,363,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"        return bool(eval(self._code, {""__builtins__"": {}}, MatcherAdapter(matcher)))",PENDING,PENDING,PENDING,PENDING
FND-000272,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,certbot-ci/src/certbot_integration_tests/utils/dns_server.py,90,107,90,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000464|ALT-000521,90,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        self.process = subprocess.Popen(
            [
                ""docker"",
                ""run"",
                ""--rm"",
                ""-p"",
                ""{}:53/udp"".format(addr_str),
                ""-p"",
                ""{}:53/tcp"".format(addr_str),
                ""-v"",
                ""{}/conf:/etc/bind"".format(self.bind_root),
                ""-v"",
                ""{}/zones:/var/lib/bind"".format(self.bind_root),
                BIND_DOCKER_IMAGE,
            ],
            stdout=self._output,
            stderr=self._output,
        )",PENDING,PENDING,PENDING,PENDING
FND-000399,R022,psf/black,20622e1259c29bda81831962ace1348ba1921c84,"CLI, Tooling & Systems",Primary_Core_Benchmark,code-execution-eval,CWE-78,src/blib2to3/pgen2/conv.py,186,186,186,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-000712|ALT-000724,186,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,            rawbitset = eval(mo.group(1)),PENDING,PENDING,PENDING,PENDING
FND-000393,R022,psf/black,20622e1259c29bda81831962ace1348ba1921c84,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,action/main.py,159,165,159,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000706|ALT-000718,159,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"pip_proc = run(
    [str(ENV_BIN / ""python""), ""-m"", ""pip"", ""install"", req],
    stdout=PIPE,
    stderr=STDOUT,
    encoding=""utf-8"",
    cwd=ACTION_PATH,
)",PENDING,PENDING,PENDING,PENDING
FND-000551,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,"Databases, Caching & ORM",Primary_Core_Benchmark,subprocess-execution,CWE-78,t/integration/test_worker.py,15,17,15,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000937|ALT-000980,15,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.check_output(
            [""celery"", ""--config"", ""t.integration.worker_config"", ""worker""],
            stderr=subprocess.STDOUT)",PENDING,PENDING,PENDING,PENDING
FND-000823,R046,Gallopsled/pwntools,1429a134ecf88eb9af70e05bf6c912f45dfde224,"Security, Cryptography & Auth",Primary_Core_Benchmark,code-execution-exec,CWE-78,travis/coverage_chdir.py,12,12,12,2,Bandit|Semgrep,B102|python.security.exec,2,ALT-001319|ALT-001383,12,ERROR|MEDIUM,HIGH,Use of exec detected. || Use of exec() can execute dynamically supplied code.,"exec(code, globals())",PENDING,PENDING,PENDING,PENDING
FND-000135,R003,django/django,9193cb54550727a02fd55dab1b430597a9aa4297,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/archive_eol_stable_branches.py,18,20,18,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000130|ALT-000215,18,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            result = subprocess.check_output(
                cmd, cwd=cwd, env=environ, stderr=subprocess.STDOUT
            )",PENDING,PENDING,PENDING,PENDING
FND-000359,R020,pytest-dev/pytest,431f3e1f5fd70b9b0f8afa2d20a10421542e5c6a,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/prepare-release-pr.py,122,125,122,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000630|ALT-000661,122,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    run(
        [""git"", ""push"", ""origin"", f""HEAD:{release_branch}"", ""--force""],
        check=True,
    )",PENDING,PENDING,PENDING,PENDING
FND-000973,R058,pypa/setuptools,7d531288b7c8708d4cc186213da93eaf5d11833d,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,exercises.py,6,6,6,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001674|ALT-001702,6,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.check_call([sys.executable, '-c', 'pass'])",PENDING,PENDING,PENDING,PENDING
FND-000843,R050,pypa/pip,ee09c40be785948a56b6321f336901b4e6f39ab2,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-execution,CWE-78,src/pip/_internal/network/auth.py,171,176,171,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001416|ALT-001446,171,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.run(
            [self.keyring, ""set"", service_name, username],
            input=f""{password}{os.linesep}"".encode(),
            env=env,
            check=True,
        )",PENDING,PENDING,PENDING,PENDING
FND-000685,R045,sqlmapproject/sqlmap,1ee368f78a73ccc1c193af32d4e70c1244be5865,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-shell-true,CWE-78,lib/core/update.py,138,138,138,2,Bandit|Semgrep,B602|python.security.subprocess-shell-true,2,ALT-001123|ALT-001249,138,ERROR|HIGH,HIGH,"Subprocess execution with shell=True can enable command injection. || subprocess call with shell=True identified, security issue.","            process = subprocess.Popen(""git checkout . && git pull %s HEAD"" % GIT_REPOSITORY, shell=True, stdout=subprocess.PIPE, stderr=subprocess.STDOUT, cwd=paths.SQLMAP_ROOT_PATH)",PENDING,PENDING,PENDING,PENDING
FND-001166,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,whole_repo_tests/types/test_mypy.py,45,56,45,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-002006|ALT-002067,45,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    proc = subprocess.run(
        [
            tool_path(""mypy""),
            ""--cache-dir"",
            f"".mypy_caches/{worker_id}"",
            *extra_args,
            str(fname),
        ],
        encoding=""utf-8"",
        capture_output=True,
        text=True,
    )",PENDING,PENDING,PENDING,PENDING
FND-000354,R020,pytest-dev/pytest,431f3e1f5fd70b9b0f8afa2d20a10421542e5c6a,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,scripts/prepare-release-pr.py,59,59,59,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000625|ALT-000656,59,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    check_call([""git"", ""checkout"", f""origin/{base_branch}""])",PENDING,PENDING,PENDING,PENDING
FND-001233,R091,simonw/datasette,bdc973174096cae350ddaa733a10ed8b3ffd970b,"Databases, Caching & ORM",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,datasette/publish/heroku.py,151,151,151,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-002160|ALT-002228,151,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"                call([""heroku"", ""config:set"", ""-a"", app_name, f""{key}={value}""])",PENDING,PENDING,PENDING,PENDING
FND-000332,R017,pallets/click,6aabf099bfdd4c1e75fe8d0e0d4241372b988ab1,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,src/click/_termui_impl.py,856,856,856,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000579|ALT-000587,856,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        c = subprocess.Popen([""xdg-open"", url])",PENDING,PENDING,PENDING,PENDING
FND-000908,R053,numpy/numpy,43a7a41747f860a09f2c5b9a2fe5a97c7f5f8004,Data Science & ML,Supplementary_Holdout_Pool,code-execution-eval,CWE-78,numpy/_build_utils/tempita/_tempita.py,320,320,320,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001540|ALT-001573,320,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"                value = eval(code, self.default_namespace, ns)",PENDING,PENDING,PENDING,PENDING
FND-000421,R025,pydantic/pydantic,c23cb86ef197693fc016437614f174252a3d189a,Data Validation & Serialization,Primary_Core_Benchmark,subprocess-execution,CWE-78,.github/actions/people/people.py,773,773,773,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000758|ALT-000770,773,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.run(['git', 'push', 'origin', branch_name], check=True)",PENDING,PENDING,PENDING,PENDING
FND-000325,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-shell-true,CWE-78,tools/venv.py,137,137,137,1,Bandit,B602,1,ALT-000515,137,HIGH,HIGH,"subprocess call with shell=True identified, security issue.","    return subprocess.check_output(cmd, env=env, shell=shell)",PENDING,PENDING,PENDING,PENDING
FND-000728,R045,sqlmapproject/sqlmap,1ee368f78a73ccc1c193af32d4e70c1244be5865,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-execution,CWE-78,lib/utils/library.py,148,148,148,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001169|ALT-001276,148,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        process = subprocess.Popen(argv, **kwargs)",PENDING,PENDING,PENDING,PENDING
FND-001141,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,"CLI, Tooling & Systems",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,tooling/src/hypothesistooling/__main__.py,1143,1143,1143,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001981|ALT-002042,1143,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"    subprocess.check_call([sys.executable, ""-m"", ""pytest"", *args])",PENDING,PENDING,PENDING,PENDING
FND-000729,R045,sqlmapproject/sqlmap,1ee368f78a73ccc1c193af32d4e70c1244be5865,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-execution,CWE-78,lib/utils/tui.py,728,736,728,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001170|ALT-001277,728|730,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"            process = subprocess.Popen(
                [sys.executable or ""python"", os.path.join(paths.SQLMAP_ROOT_PATH, ""sqlmap.py""), ""-c"", configFile],
                shell=False,
                stdout=subprocess.PIPE,
                stderr=subprocess.STDOUT,
                stdin=subprocess.PIPE,
                bufsize=1,
                close_fds=not IS_WIN
            )",PENDING,PENDING,PENDING,PENDING
FND-000506,R037,mongodb/mongo-python-driver,4dd73032d98146fd97bedfb8434bff2f458bc26f,"Databases, Caching & ORM",Primary_Core_Benchmark,subprocess-execution,CWE-78,.evergreen/scripts/resync-all-specs.py,49,60,49,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000872|ALT-000893,49,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"                subprocess.run(  # noqa: S603
                    [  # noqa: S607
                        ""git"",
                        ""apply"",
                        ""-R"",
                        ""--allow-empty"",
                        ""--whitespace=fix"",
                        str(patch),
                    ],
                    check=True,
                    stderr=subprocess.PIPE,
                )",PENDING,PENDING,PENDING,PENDING
FND-000412,R024,pre-commit/pre-commit,a9bba55a3f74068b53f4bd4d831d7e05e34eae6c,"CLI, Tooling & Systems",Primary_Core_Benchmark,subprocess-execution,CWE-78,pre_commit/commands/run.py,317,320,317,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000737|ALT-000749,317,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.call((
            'git', '--no-pager', 'diff', '--no-ext-diff',
            f'--color={git_color_opt}',
        ))",PENDING,PENDING,PENDING,PENDING
FND-000462,R033,sqlalchemy/sqlalchemy,de83fa72d787136785624fd8981e1d71e9f427ab,"Databases, Caching & ORM",Primary_Core_Benchmark,code-execution-eval,CWE-78,lib/sqlalchemy/orm/clsregistry.py,592,592,592,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-000794|ALT-000828,592,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"                x = eval(self.arg, globals(), self._dict)",PENDING,PENDING,PENDING,PENDING
FND-000157,R006,aio-libs/aiohttp,a5fba5b4d3ce962db5f4c40865fdb270170d7840,Web Frameworks & APIs,Primary_Core_Benchmark,subprocess-execution,CWE-78,tools/cleanup_changes.py,38,38,38,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000246|ALT-000251,38,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"                subprocess.run([""git"", ""rm"", fname])",PENDING,PENDING,PENDING,PENDING
FND-000512,R037,mongodb/mongo-python-driver,4dd73032d98146fd97bedfb8434bff2f458bc26f,"Databases, Caching & ORM",Primary_Core_Benchmark,subprocess-execution,CWE-78,.evergreen/scripts/utils.py,305,305,305,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000878|ALT-000899,305,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        subprocess.run(shlex.split(cmd), **kwargs)  # noqa: PLW1510, S603",PENDING,PENDING,PENDING,PENDING
FND-001072,R064,twisted/twisted,ac919a6d1b2f91b7dea806bacfae99abab5291d4,"HTTP, Networking & Cloud",Supplementary_Holdout_Pool,code-execution-eval,CWE-78,src/twisted/web/script.py,93,93,93,2,Bandit|Semgrep,B307|python.security.eval,2,ALT-001847|ALT-001883,93,ERROR|MEDIUM,HIGH,Use of eval() can evaluate untrusted expressions. || Use of possibly insecure function - consider using safer ast.literal_eval.,"    eval(code, glob, glob)",PENDING,PENDING,PENDING,PENDING
FND-000228,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,"HTTP, Networking & Cloud",Primary_Core_Benchmark,subprocess-execution,CWE-78,lib/ansible/modules/mount_facts.py,265,265,265,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-000342|ALT-000416,265,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        lsblk_output = subprocess.check_output(cmd, text=True, timeout=module.params[""timeout""])",PENDING,PENDING,PENDING,PENDING
FND-000847,R050,pypa/pip,ee09c40be785948a56b6321f336901b4e6f39ab2,"Security, Cryptography & Auth",Primary_Core_Benchmark,subprocess-execution,CWE-78,src/pip/_vendor/distlib/util.py,1785,1785,1785,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-001420|ALT-001449,1785,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,"        p = subprocess.Popen(cmd, stdout=subprocess.PIPE, stderr=subprocess.PIPE, **kwargs)",PENDING,PENDING,PENDING,PENDING
FND-001204,R091,simonw/datasette,bdc973174096cae350ddaa733a10ed8b3ffd970b,"Databases, Caching & ORM",Supplementary_Holdout_Pool,subprocess-execution,CWE-78,datasette/cli.py,306,306,306,2,Bandit|Semgrep,B603|python.security.subprocess-execution,2,ALT-002125|ALT-002215,306,LOW|WARNING,HIGH,Subprocess execution should be reviewed for untrusted input. || subprocess call - check for execution of untrusted input.,        call(args),PENDING,PENDING,PENDING,PENDING
