annotation_row_id,finding_id,repo_id,repository,commit_sha,security_family,cwe_id,filename,statement_start,statement_end,line_number,statement_code,annotator_1_label,annotator_1_rationale,annotator_1_evidence_locations,annotator_2_label,annotator_2_rationale,annotator_2_evidence_locations,pre_adjudication_agreement,adjudicated_label,adjudication_rationale,adjudication_evidence_locations,final_label,final_rationale,final_evidence_locations,final_decision_source
GT-042,FND-000058,R003,django/django,9193cb54550727a02fd55dab1b430597a9aa4297,unsafe-deserialization,CWE-502,django/core/cache/backends/db.py,102,102,102,"                value = pickle.loads(base64.b64decode(value.encode(), validate=True))",UNCERTAIN,"The database cache deserializes pickled cache values after reading them from the configured cache table. The frozen repository shows the sink and matching write path, but it does not establish whether an untrusted principal can modify that cache database in deployment, so the required trust boundary cannot be resolved from source alone.",django/core/cache/backends/db.py:84-126,UNCERTAIN,"The database cache deserializes pickled cache values after reading them from the configured cache table. The frozen repository shows the sink and matching write path, but it does not establish whether an untrusted principal can modify that cache database in deployment, so the required trust boundary cannot be resolved from source alone.",django/core/cache/backends/db.py:84-126,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,django/core/cache/backends/db.py:84-126; django/core/cache/backends/db.py:84-126,independent_agreement
GT-043,FND-000069,R003,django/django,9193cb54550727a02fd55dab1b430597a9aa4297,unsafe-deserialization,CWE-502,django/core/cache/backends/filebased.py,38,38,38,                    return pickle.loads(zlib.decompress(f.read())),UNCERTAIN,"The file-based cache loads pickle data directly from the configured cache directory. The code shows that Django writes these files itself, but repository code does not prove the directory cannot be modified or replaced by a less-trusted local principal in deployment.",django/core/cache/backends/filebased.py:20-62,UNCERTAIN,"The file-based cache loads pickle data directly from the configured cache directory. The code shows that Django writes these files itself, but repository code does not prove the directory cannot be modified or replaced by a less-trusted local principal in deployment.",django/core/cache/backends/filebased.py:20-62,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,django/core/cache/backends/filebased.py:20-62; django/core/cache/backends/filebased.py:20-62,independent_agreement
GT-044,FND-000879,R051,scikit-learn/scikit-learn,9bafc1c9cab99aa036aba8207125637c39fd22db,unsafe-deserialization,CWE-502,sklearn/utils/estimator_checks.py,4080,4080,4080,    est = pickle.loads(pickle.dumps(est)),FALSE_POSITIVE,This is a scikit-learn test that pickles an estimator and immediately unpickles the bytes it just created to verify serialization behavior. No external data reaches pickle.loads().,sklearn/utils/estimator_checks.py:4062-4104,FALSE_POSITIVE,This is a scikit-learn test that pickles an estimator and immediately unpickles the bytes it just created to verify serialization behavior. No external data reaches pickle.loads().,sklearn/utils/estimator_checks.py:4062-4104,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,sklearn/utils/estimator_checks.py:4062-4104; sklearn/utils/estimator_checks.py:4062-4104,independent_agreement
GT-045,FND-001005,R059,scrapy/scrapy,9344d60dd1ca211d7ca43ff9f37ac20473b28d88,unsafe-deserialization,CWE-502,scrapy/extensions/httpcache.py,341,341,341,                data.update(pickle.load(f))  # noqa: S301,UNCERTAIN,"Scrapy loads response metadata from a pickle file in its HTTP cache directory. The cache is application-created, but the frozen repository does not establish the deployment permissions or integrity of that directory, so external influence cannot be ruled in or out.",scrapy/extensions/httpcache.py:323-365,UNCERTAIN,"Scrapy loads response metadata from a pickle file in its HTTP cache directory. The cache is application-created, but the frozen repository does not establish the deployment permissions or integrity of that directory, so external influence cannot be ruled in or out.",scrapy/extensions/httpcache.py:323-365,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,scrapy/extensions/httpcache.py:323-365; scrapy/extensions/httpcache.py:323-365,independent_agreement
GT-046,FND-000928,R053,numpy/numpy,43a7a41747f860a09f2c5b9a2fe5a97c7f5f8004,unsafe-deserialization,CWE-502,numpy/lib/_format_impl.py,844,844,844,"            array = pickle.load(fp, **pickle_kwargs)",FALSE_POSITIVE,"NumPy only reaches pickle.load when allow_pickle=True. The surrounding documentation explicitly states that enabling it means the input is trusted, while the default rejects object-array pickles.",numpy/lib/_format_impl.py:826-868,FALSE_POSITIVE,"NumPy only reaches pickle.load when allow_pickle=True. The surrounding documentation explicitly states that enabling it means the input is trusted, while the default rejects object-array pickles.",numpy/lib/_format_impl.py:826-868,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,numpy/lib/_format_impl.py:826-868; numpy/lib/_format_impl.py:826-868,independent_agreement
GT-047,FND-001008,R059,scrapy/scrapy,9344d60dd1ca211d7ca43ff9f37ac20473b28d88,unsafe-deserialization,CWE-502,scrapy/extensions/spiderstate.py,44,44,44,                spider.state = pickle.load(f)  # type: ignore[attr-defined]  # noqa: S301,UNCERTAIN,"SpiderState restores a pickle from the configured job directory. The file is normally written by the same component, but the repository does not define who can modify the job directory between runs, leaving the integrity boundary unresolved.",scrapy/extensions/spiderstate.py:26-68,UNCERTAIN,"SpiderState restores a pickle from the configured job directory. The file is normally written by the same component, but the repository does not define who can modify the job directory between runs, leaving the integrity boundary unresolved.",scrapy/extensions/spiderstate.py:26-68,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,scrapy/extensions/spiderstate.py:26-68; scrapy/extensions/spiderstate.py:26-68,independent_agreement
GT-048,FND-000585,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,unsafe-deserialization,CWE-502,t/unit/tasks/test_result.py,696,696,696,        assert pickle.loads(pickle.dumps(ts2)) == ts2,FALSE_POSITIVE,This Celery unit test deserializes an object that was serialized immediately beforehand inside the same test. The pickle bytes are not externally supplied.,t/unit/tasks/test_result.py:678-720,FALSE_POSITIVE,This Celery unit test deserializes an object that was serialized immediately beforehand inside the same test. The pickle bytes are not externally supplied.,t/unit/tasks/test_result.py:678-720,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,t/unit/tasks/test_result.py:678-720; t/unit/tasks/test_result.py:678-720,independent_agreement
GT-049,FND-000070,R003,django/django,9193cb54550727a02fd55dab1b430597a9aa4297,unsafe-deserialization,CWE-502,django/core/cache/backends/filebased.py,71,71,71,                        previous_value = pickle.loads(zlib.decompress(f.read())),UNCERTAIN,"Django's file-cache touch path unpickles the existing cache file before rewriting it. As with the corresponding get path, whether another principal can tamper with the configured cache directory is a deployment property not established by the frozen source.",django/core/cache/backends/filebased.py:53-95,UNCERTAIN,"Django's file-cache touch path unpickles the existing cache file before rewriting it. As with the corresponding get path, whether another principal can tamper with the configured cache directory is a deployment property not established by the frozen source.",django/core/cache/backends/filebased.py:53-95,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,django/core/cache/backends/filebased.py:53-95; django/core/cache/backends/filebased.py:53-95,independent_agreement
GT-050,FND-000560,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,unsafe-deserialization,CWE-502,t/unit/app/test_app.py,1165,1165,1165,        r = loads(dumps(x)),FALSE_POSITIVE,The test round-trips a Celery application object through the project's own serializer and immediately loads the generated bytes. There is no less-trusted source for the payload in this path.,t/unit/app/test_app.py:1147-1189,FALSE_POSITIVE,The test round-trips a Celery application object through the project's own serializer and immediately loads the generated bytes. There is no less-trusted source for the payload in this path.,t/unit/app/test_app.py:1147-1189,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,t/unit/app/test_app.py:1147-1189; t/unit/app/test_app.py:1147-1189,independent_agreement
GT-051,FND-000566,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,unsafe-deserialization,CWE-502,t/unit/app/test_schedules.py,157,157,157,            c = loads(dumps(c)),FALSE_POSITIVE,This is an internal unit-test round trip for a crontab object. Pickle loads only data produced moments earlier by the same test.,t/unit/app/test_schedules.py:139-181,FALSE_POSITIVE,This is an internal unit-test round trip for a crontab object. Pickle loads only data produced moments earlier by the same test.,t/unit/app/test_schedules.py:139-181,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,t/unit/app/test_schedules.py:139-181; t/unit/app/test_schedules.py:139-181,independent_agreement
GT-052,FND-000568,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,unsafe-deserialization,CWE-502,t/unit/backends/test_database.py,651,651,651,        assert loads(dumps(tb)),FALSE_POSITIVE,The database-backend test serializes and restores test-owned state to verify backend behavior. The flagged load is not fed by an external or less-trusted payload.,t/unit/backends/test_database.py:633-675,FALSE_POSITIVE,The database-backend test serializes and restores test-owned state to verify backend behavior. The flagged load is not fed by an external or less-trusted payload.,t/unit/backends/test_database.py:633-675,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,t/unit/backends/test_database.py:633-675; t/unit/backends/test_database.py:633-675,independent_agreement
GT-053,FND-001059,R064,twisted/twisted,ac919a6d1b2f91b7dea806bacfae99abab5291d4,unsafe-deserialization,CWE-502,src/twisted/mail/relaymanager.py,572,572,572,"            from_, to = pickle.load(fp)",UNCERTAIN,"Twisted reads a pickled envelope record from its mail relay queue. The queue is server-managed, but the frozen code at this point does not establish filesystem ownership and permissions strongly enough to prove that a less-trusted local actor cannot replace the record.",src/twisted/mail/relaymanager.py:554-596,FALSE_POSITIVE,"The relay queue unpickles an envelope file that is created by the mail relay itself; remote sender and recipient strings are serialized as data and do not control pickle opcodes. The only remaining attack would require tampering with the server's queue files through a separate local-storage compromise, which this repository path does not establish.",src/twisted/mail/relaymanager.py:545-585,false,UNCERTAIN,"After joint review, the finding remains UNCERTAIN. Twisted unpickles an envelope file from its persistent mail relay queue, and the queue normally creates the corresponding file itself. However, the frozen repository does not establish filesystem ownership, permissions, or an integrity mechanism that proves a less-trusted local principal cannot replace the file. The safety of the pickle boundary therefore depends on deployment guarantees absent from the source.",src/twisted/mail/relaymanager.py:430-478; src/twisted/mail/relaymanager.py:560-580,UNCERTAIN,"After joint review, the finding remains UNCERTAIN. Twisted unpickles an envelope file from its persistent mail relay queue, and the queue normally creates the corresponding file itself. However, the frozen repository does not establish filesystem ownership, permissions, or an integrity mechanism that proves a less-trusted local principal cannot replace the file. The safety of the pickle boundary therefore depends on deployment guarantees absent from the source.",src/twisted/mail/relaymanager.py:430-478; src/twisted/mail/relaymanager.py:560-580,adjudication
GT-054,FND-001039,R063,grpc/grpc,6e5ac36afeb4a13c9d0c62241c91323c1e8ad8a8,unsafe-deserialization,CWE-502,src/python/grpcio_tests/tests_aio/unit/auth_context_test.py,201,201,201,        auth_data = pickle.loads(response),FALSE_POSITIVE,The pickle payload is returned by the local gRPC test server created by the same test and is consumed only inside the test suite. It is not an untrusted production network payload.,src/python/grpcio_tests/tests_aio/unit/auth_context_test.py:183-225,FALSE_POSITIVE,The pickle payload is returned by the local gRPC test server created by the same test and is consumed only inside the test suite. It is not an untrusted production network payload.,src/python/grpcio_tests/tests_aio/unit/auth_context_test.py:183-225,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/python/grpcio_tests/tests_aio/unit/auth_context_test.py:183-225; src/python/grpcio_tests/tests_aio/unit/auth_context_test.py:183-225,independent_agreement
GT-055,FND-000072,R003,django/django,9193cb54550727a02fd55dab1b430597a9aa4297,unsafe-deserialization,CWE-502,django/core/cache/backends/locmem.py,43,43,43,        return pickle.loads(pickled),FALSE_POSITIVE,"LocMemCache unpickles bytes held in the same process's in-memory cache, and those bytes are written through the matching set and add methods. There is no external storage boundary at this sink.",django/core/cache/backends/locmem.py:25-67,FALSE_POSITIVE,"LocMemCache unpickles bytes held in the same process's in-memory cache, and those bytes are written through the matching set and add methods. There is no external storage boundary at this sink.",django/core/cache/backends/locmem.py:25-67,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,django/core/cache/backends/locmem.py:25-67; django/core/cache/backends/locmem.py:25-67,independent_agreement
GT-056,FND-000545,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,unsafe-deserialization,CWE-502,celery/backends/database/__init__.py,220,220,220,            return pickle.loads(payload),UNCERTAIN,"Celery's database backend can fall back to pickle for legacy stored result rows after decoding fails. The source narrows the fallback to pickle-looking legacy data, but whether an untrusted party can write result rows depends on the configured backend and deployment and is not resolved here.",celery/backends/database/__init__.py:202-244,UNCERTAIN,"Celery's database backend can fall back to pickle for legacy stored result rows after decoding fails. The source narrows the fallback to pickle-looking legacy data, but whether an untrusted party can write result rows depends on the configured backend and deployment and is not resolved here.",celery/backends/database/__init__.py:202-244,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,celery/backends/database/__init__.py:202-244; celery/backends/database/__init__.py:202-244,independent_agreement
GT-057,FND-000596,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,unsafe-deserialization,CWE-502,t/unit/utils/test_pickle.py,25,25,25,        unpickled = pickle.loads(pickled),FALSE_POSITIVE,The test serializes a locally created exception and immediately unpickles it to verify compatibility. No external payload is accepted.,t/unit/utils/test_pickle.py:7-49,FALSE_POSITIVE,The test serializes a locally created exception and immediately unpickles it to verify compatibility. No external payload is accepted.,t/unit/utils/test_pickle.py:7-49,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,t/unit/utils/test_pickle.py:7-49; t/unit/utils/test_pickle.py:7-49,independent_agreement
GT-058,FND-000159,R007,bottlepy/bottle,457a8fa82f2c96d18c6f5934288387ad83ac12fa,unsafe-deserialization,CWE-502,bottle.py,1190,1190,1190,                    dst = pickle.loads(base64.b64decode(msg)),FALSE_POSITIVE,Bottle verifies the signed-cookie HMAC before base64-decoding and unpickling the message. An attacker who cannot forge the configured secret cannot substitute arbitrary pickle bytes at this sink.,bottle.py:1172-1214,FALSE_POSITIVE,Bottle verifies the signed-cookie HMAC before base64-decoding and unpickling the message. An attacker who cannot forge the configured secret cannot substitute arbitrary pickle bytes at this sink.,bottle.py:1172-1214,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,bottle.py:1172-1214; bottle.py:1172-1214,independent_agreement
GT-059,FND-000206,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,unsafe-deserialization,CWE-502,lib/ansible/cli/scripts/ansible_connection_cli_stub.py,242,242,242,"        pc_data = pickle.loads(init_data, encoding='bytes')",FALSE_POSITIVE,The Ansible connection stub reads the pickle streams from its parent process over stdin as part of the controller-to-child IPC protocol. The source does not expose this deserializer directly to a remote request or arbitrary network peer.,lib/ansible/cli/scripts/ansible_connection_cli_stub.py:224-266,FALSE_POSITIVE,The Ansible connection stub reads the pickle streams from its parent process over stdin as part of the controller-to-child IPC protocol. The source does not expose this deserializer directly to a remote request or arbitrary network peer.,lib/ansible/cli/scripts/ansible_connection_cli_stub.py:224-266,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,lib/ansible/cli/scripts/ansible_connection_cli_stub.py:224-266; lib/ansible/cli/scripts/ansible_connection_cli_stub.py:224-266,independent_agreement
GT-060,FND-000556,R040,celery/celery,07ee451b5313b520ed4f57cfe93d35ac81d0548c,unsafe-deserialization,CWE-502,t/unit/app/test_app.py,928,928,928,        restored = pickle.loads(saved),FALSE_POSITIVE,"This is another Celery unit-test round trip of an application object created by the test itself, not deserialization of external input.",t/unit/app/test_app.py:910-952,FALSE_POSITIVE,"This is another Celery unit-test round trip of an application object created by the test itself, not deserialization of external input.",t/unit/app/test_app.py:910-952,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,t/unit/app/test_app.py:910-952; t/unit/app/test_app.py:910-952,independent_agreement
GT-061,FND-000485,R035,coleifer/peewee,c6328d6c91120b3d04878921a0af64a9ee78c866,unsafe-deserialization,CWE-502,playhouse/fields.py,52,52,52,            return pickle.loads(value),UNCERTAIN,"PickleField deserializes whatever blob is stored in the corresponding database column. The field is intentionally generic, but the library cannot establish whether a particular application's database rows are trusted, so the source alone cannot decide the attacker-control boundary.",playhouse/fields.py:34-76,UNCERTAIN,"PickleField deserializes whatever blob is stored in the corresponding database column. The field is intentionally generic, but the library cannot establish whether a particular application's database rows are trusted, so the source alone cannot decide the attacker-control boundary.",playhouse/fields.py:34-76,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,playhouse/fields.py:34-76; playhouse/fields.py:34-76,independent_agreement
GT-062,FND-000170,R008,cherrypy/cherrypy,1f75bc9eed8e0e385f64f368bd69f58d96fb8c2b,unsafe-deserialization,CWE-502,cherrypy/lib/sessions.py,569,569,569,                return pickle.load(f),UNCERTAIN,"CherryPy file sessions load pickled session state from disk. The session files are server-managed, but the frozen source does not fully establish storage permissions or integrity against a less-trusted local writer.",cherrypy/lib/sessions.py:551-593,UNCERTAIN,"CherryPy file sessions load pickled session state from disk. The session files are server-managed, but the frozen source does not fully establish storage permissions or integrity against a less-trusted local writer.",cherrypy/lib/sessions.py:551-593,true,,,,UNCERTAIN,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,cherrypy/lib/sessions.py:551-593; cherrypy/lib/sessions.py:551-593,independent_agreement
GT-063,FND-000425,R025,pydantic/pydantic,c23cb86ef197693fc016437614f174252a3d189a,unsafe-deserialization,CWE-502,pydantic/v1/parse.py,42,42,42,        return pickle.loads(bb),FALSE_POSITIVE,Pydantic's parser keeps pickle disabled by default and raises unless allow_pickle=True is explicitly supplied. Reaching pickle.loads therefore requires the caller to opt in to trusted pickle input.,pydantic/v1/parse.py:24-66,FALSE_POSITIVE,Pydantic's parser keeps pickle disabled by default and raises unless allow_pickle=True is explicitly supplied. Reaching pickle.loads therefore requires the caller to opt in to trusted pickle input.,pydantic/v1/parse.py:24-66,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,pydantic/v1/parse.py:24-66; pydantic/v1/parse.py:24-66,independent_agreement
GT-064,FND-000416,R025,pydantic/pydantic,c23cb86ef197693fc016437614f174252a3d189a,subprocess-execution,CWE-78,.github/actions/people/people.py,761,761,761,"    subprocess.run(['git', 'config', 'user.name', 'github-actions'], check=True)",FALSE_POSITIVE,This process launch is in developer or CI tooling rather than an exposed application request path. The invoked tool is `git`. No remote or less-trusted value is shown controlling command structure at this sink.,.github/actions/people/people.py:747-779,FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. The invoked tool is `git`. No remote or less-trusted value is shown controlling command structure at this sink.",.github/actions/people/people.py:747-779,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,.github/actions/people/people.py:747-779; .github/actions/people/people.py:747-779,independent_agreement
GT-065,FND-000234,R013,ansible/ansible,3827d66bfbdc568f58cce57b113131598c46cd5a,subprocess-execution,CWE-78,lib/ansible/modules/user.py,1297,1302,1297,"                p = subprocess.Popen([to_bytes(c) for c in cmd],
                                     stdin=slave_in_fd,
                                     stdout=slave_out_fd,
                                     stderr=slave_err_fd,
                                     preexec_fn=os.setsid,
                                     env=env)",FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.",lib/ansible/modules/user.py:1283-1320,FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The sink receives an already-constructed command or argv from its caller. The frozen call path does not establish attacker control over the executable or argument structure.,lib/ansible/modules/user.py:1283-1320,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,lib/ansible/modules/user.py:1283-1320; lib/ansible/modules/user.py:1283-1320,independent_agreement
GT-066,FND-001161,R072,hypothesisworks/hypothesis,a8dcd7422a325926693b5464f73349e361562b7c,subprocess-execution,CWE-78,tooling/src/hypothesistooling/installers.py,117,117,117,"    subprocess.check_call([STACK, ""install"", ""ShellCheck""])",FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The frozen call path does not establish attacker control over the executable or argument structure.,tooling/src/hypothesistooling/installers.py:103-135,FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The frozen call path does not establish attacker control over the executable or argument structure.,tooling/src/hypothesistooling/installers.py:103-135,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,tooling/src/hypothesistooling/installers.py:103-135; tooling/src/hypothesistooling/installers.py:103-135,independent_agreement
GT-067,FND-000922,R053,numpy/numpy,43a7a41747f860a09f2c5b9a2fe5a97c7f5f8004,code-execution-eval,CWE-78,numpy/f2py/crackfortran.py,2648,2648,2648,"                    l = str(eval(l, {}, params))",TRUE_BUG,"F2PY evaluates a length or kind expression parsed from Fortran source using Python eval. Passing an empty globals dictionary does not remove Python builtins, and the result is only checked after evaluation, so crafted source text can execute Python expressions before any effective restriction.",numpy/f2py/crackfortran.py:2630-2672,TRUE_BUG,"F2PY evaluates a length or kind expression parsed from Fortran source using Python eval. Passing an empty globals dictionary does not remove Python builtins, and the result is only checked after evaluation, so crafted source text can execute Python expressions before any effective restriction.",numpy/f2py/crackfortran.py:2630-2672,true,,,,TRUE_BUG,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,numpy/f2py/crackfortran.py:2630-2672; numpy/f2py/crackfortran.py:2630-2672,independent_agreement
GT-068,FND-000145,R004,tornadoweb/tornado,0096f2897c98facdcd9716009ee934a7381af5ef,subprocess-execution,CWE-78,maint/vm/windows/bootstrap.py,65,66,65,"        subprocess.check_call(['msiexec', '/i', filename,
                               'ALLUSERS=1', '/passive'])",FALSE_POSITIVE,"This is build, release, or maintenance tooling invoked by the local developer or CI environment. The invoked tool is `msiexec`. No remote or less-trusted value is shown controlling command structure at this sink.",maint/vm/windows/bootstrap.py:51-84,FALSE_POSITIVE,"The call is part of repository maintenance or packaging automation, where the command and variable arguments come from local project or configuration state. The invoked tool is `msiexec`. No remote or less-trusted value is shown controlling command structure at this sink.",maint/vm/windows/bootstrap.py:51-84,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,maint/vm/windows/bootstrap.py:51-84; maint/vm/windows/bootstrap.py:51-84,independent_agreement
GT-069,FND-000296,R016,certbot/certbot,56ee04928d677d82c6a375a7c7b48e8ce13bb6bc,subprocess-execution,CWE-78,certbot/src/certbot/_internal/plugins/nginx/configurator.py,1044,1050,1044,"            proc = subprocess.run(
                [self.conf('ctl'), ""-c"", self.nginx_conf, ""-V""],
                stdout=subprocess.PIPE,
                stderr=subprocess.PIPE,
                universal_newlines=True,
                check=False,
                env=util.env_no_snap_for_external_calls())",FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The frozen call path does not establish attacker control over the executable or argument structure.,certbot/src/certbot/_internal/plugins/nginx/configurator.py:1030-1068,FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The frozen call path does not establish attacker control over the executable or argument structure.,certbot/src/certbot/_internal/plugins/nginx/configurator.py:1030-1068,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,certbot/src/certbot/_internal/plugins/nginx/configurator.py:1030-1068; certbot/src/certbot/_internal/plugins/nginx/configurator.py:1030-1068,independent_agreement
GT-070,FND-000469,R033,sqlalchemy/sqlalchemy,de83fa72d787136785624fd8981e1d71e9f427ab,code-execution-exec,CWE-78,lib/sqlalchemy/util/langhelpers.py,2157,2157,2157,"    exec(code, env)",FALSE_POSITIVE,SQLAlchemy generates a small setter function from an attribute name used by its own internal mapping machinery. The value is not taken from an untrusted runtime input at this call path.,lib/sqlalchemy/util/langhelpers.py:2143-2175,FALSE_POSITIVE,SQLAlchemy generates a small setter function from an attribute name used by its own internal mapping machinery. The value is not taken from an untrusted runtime input at this call path.,lib/sqlalchemy/util/langhelpers.py:2143-2175,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,lib/sqlalchemy/util/langhelpers.py:2143-2175; lib/sqlalchemy/util/langhelpers.py:2143-2175,independent_agreement
GT-071,FND-000035,R002,pallets/flask,d318b683471101618febed18996405ad26462110,code-execution-exec,CWE-78,src/flask/config.py,209,209,209,"                exec(compile(config_file.read(), filename, ""exec""), d.__dict__)",FALSE_POSITIVE,"Flask's from_pyfile intentionally executes the application's Python configuration file selected by the developer. Executing that trusted config file is the documented feature, not an injection sink.",src/flask/config.py:195-227,FALSE_POSITIVE,"Flask's from_pyfile intentionally executes the application's Python configuration file selected by the developer. Executing that trusted config file is the documented feature, not an injection sink.",src/flask/config.py:195-227,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/flask/config.py:195-227; src/flask/config.py:195-227,independent_agreement
GT-072,FND-000411,R024,pre-commit/pre-commit,a9bba55a3f74068b53f4bd4d831d7e05e34eae6c,subprocess-execution,CWE-78,pre_commit/commands/hook_impl.py,164,164,164,                    source = subprocess.check_output(rev_cmd).decode().strip(),FALSE_POSITIVE,The surrounding code passes an argument vector to the child process rather than concatenating request data into shell syntax. The frozen call path does not establish attacker control over the executable or argument structure.,pre_commit/commands/hook_impl.py:150-182,FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The frozen call path does not establish attacker control over the executable or argument structure.,pre_commit/commands/hook_impl.py:150-182,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,pre_commit/commands/hook_impl.py:150-182; pre_commit/commands/hook_impl.py:150-182,independent_agreement
GT-073,FND-001172,R074,dateutil/dateutil,48bd1af97e71baf8e96fce5b663d589caac8f147,subprocess-execution,CWE-78,src/dateutil/zoneinfo/rebuild.py,62,62,62,"    check_call([""zic""] + bloat_args + [""-d"", zonedir] + filepaths)",FALSE_POSITIVE,This call uses direct process execution; the dynamic pieces are paths or options supplied by the local caller and do not gain shell semantics. The invoked tool is `zic`. The frozen call path does not establish attacker control over the executable or argument structure.,src/dateutil/zoneinfo/rebuild.py:48-80,FALSE_POSITIVE,"The process is launched without shell command-string interpretation, so variable values remain separate process arguments. The invoked tool is `zic`. The frozen call path does not establish attacker control over the executable or argument structure.",src/dateutil/zoneinfo/rebuild.py:48-80,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,src/dateutil/zoneinfo/rebuild.py:48-80; src/dateutil/zoneinfo/rebuild.py:48-80,independent_agreement
GT-074,FND-000874,R051,scikit-learn/scikit-learn,9bafc1c9cab99aa036aba8207125637c39fd22db,code-execution-exec,CWE-78,sklearn/externals/array_api_compat/_internal.py,64,64,64,"    exec(f""from {mod.__name__} import *"", objs)",FALSE_POSITIVE,The module has already been imported and clone_module uses its resolved module name to mirror a normal from-module import. The name is not request-controlled code text.,sklearn/externals/array_api_compat/_internal.py:50-82,FALSE_POSITIVE,The module has already been imported and clone_module uses its resolved module name to mirror a normal from-module import. The name is not request-controlled code text.,sklearn/externals/array_api_compat/_internal.py:50-82,true,,,,FALSE_POSITIVE,Independent annotators agreed; original rationales are preserved in the annotator rationale fields.,sklearn/externals/array_api_compat/_internal.py:50-82; sklearn/externals/array_api_compat/_internal.py:50-82,independent_agreement
